locus,num_diploids.BCF,num_diploids.FRHF,num_diploids.FRHS,num_diploids.MDF,num_diploids.SJRF,num_diploids.CHLF,num_diploids.BCS,num_diploids.MDS,num_diploids.SRW,num_diploids.ERF,num_diploids.RRF,num_diploids.IGHF,num_diploids.TRF,num_diploids.TRS,num_diploids.BCkF,num_diploids.CRHS,num_diploids.SmRF,num_alleles.BCF,num_alleles.FRHF,num_alleles.FRHS,num_alleles.MDF,num_alleles.SJRF,num_alleles.CHLF,num_alleles.BCS,num_alleles.MDS,num_alleles.SRW,num_alleles.ERF,num_alleles.RRF,num_alleles.IGHF,num_alleles.TRF,num_alleles.TRS,num_alleles.BCkF,num_alleles.CRHS,num_alleles.SmRF,exp_Hz.BCF,exp_Hz.FRHF,exp_Hz.FRHS,exp_Hz.MDF,exp_Hz.SJRF,exp_Hz.CHLF,exp_Hz.BCS,exp_Hz.MDS,exp_Hz.SRW,exp_Hz.ERF,exp_Hz.RRF,exp_Hz.IGHF,exp_Hz.TRF,exp_Hz.TRS,exp_Hz.BCkF,exp_Hz.CRHS,exp_Hz.SmRF,obs_Hz.BCF,obs_Hz.FRHF,obs_Hz.FRHS,obs_Hz.MDF,obs_Hz.SJRF,obs_Hz.CHLF,obs_Hz.BCS,obs_Hz.MDS,obs_Hz.SRW,obs_Hz.ERF,obs_Hz.RRF,obs_Hz.IGHF,obs_Hz.TRF,obs_Hz.TRS,obs_Hz.BCkF,obs_Hz.CRHS,obs_Hz.SmRF
Ots_117043-255,38,94,200,62,77,281,107,70,109,93,92,93,40,45,55,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.5,0.49909461294703483,0.49155000000000004,0.49531737773152973,0.4915668746837578,0.46897202416382766,0.49471569569394713,0.43102040816326526,0.4984849760121203,0.4479708636836629,0.4191280718336484,0.25575211007052845,0.21875,0.2627160493827161,0.44644628099173544,0.35420000000000007,0.3856332703213612,0.3684210526315789,0.5106382978723404,0.48,0.41935483870967744,0.5064935064935064,0.5587188612099644,0.4672897196261682,0.42857142857142855,0.46788990825688076,0.46236559139784944,0.3804347826086957,0.27956989247311825,0.25,0.2222222222222222,0.41818181818181815,0.34,0.43478260869565216
Ots_117242-136,26,83,201,40,77,269,101,59,107,93,88,93,37,38,56,50,46,3,3,3,3,3,3,2,2,2,3,3,2,2,2,2,2,2,0.503698224852071,0.5220641602554797,0.5051236355535755,0.5228125,0.508601787822567,0.5118226669062065,0.2929124595627881,0.33395575983912673,0.2410690890034064,0.5208116545265349,0.5196280991735538,0.27055150884495305,0.289627465303141,0.24757617728531867,0.36591198979591844,0.41180000000000005,0.4468336483931947,0.5769230769230769,0.40963855421686746,0.5174129353233831,0.5,0.5194805194805194,0.46096654275092935,0.31683168316831684,0.288135593220339,0.24299065420560748,0.4838709677419355,0.5568181818181818,0.25806451612903225,0.2972972972972973,0.2894736842105263,0.3392857142857143,0.46,0.41304347826086957
Ots_117432-409,44,106,201,68,77,289,114,81,109,93,92,90,41,46,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.44189049586776863,0.42519579921680317,0.43222940026236967,0.47880622837370246,0.47267667397537516,0.4913554674872188,0.41135734072022156,0.4219631153787532,0.4957916000336673,0.4120707596253901,0.4739484877126654,0.20611111111111113,0.21415823914336696,0.31474480151228734,0.3046875,0.3942000000000001,0.3523156899810964,0.5227272727272727,0.42452830188679247,0.39303482587064675,0.4411764705882353,0.5324675324675324,0.5086505190311419,0.42105263157894735,0.4074074074074074,0.5412844036697247,0.43010752688172044,0.5108695652173914,0.23333333333333334,0.1951219512195122,0.34782608695652173,0.30357142857142855,0.38,0.41304347826086957
Ots_118175-479,44,106,200,70,77,275,112,81,109,93,92,88,41,46,52,49,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.35123966942148765,0.3119882520469919,0.3015500000000001,0.32846938775510215,0.23553719008264462,0.3066710743801653,0.31022799744897966,0.46639231824417005,0.18146620654827017,0.148283038501561,0.14975189035916836,0.3633780991735538,0.45716835217132656,0.45368620037807184,0.48502218934911245,0.49479383590170767,0.49975308641975313,0.36363636363636365,0.330188679245283,0.32,0.38571428571428573,0.24675324675324675,0.32727272727272727,0.33035714285714285,0.41975308641975306,0.1834862385321101,0.0967741935483871,0.16304347826086957,0.3181818181818182,0.36585365853658536,0.4782608695652174,0.36538461538461536,0.32653061224489793,0.35555555555555557
Ots_118205-61,44,106,201,69,77,290,114,80,109,93,92,93,40,45,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.1270661157024795,0.11512103951584196,0.05791935843172191,0.13442554085276193,0.07488615280823074,0.0918906064209275,0.43213296398891965,0.2550000000000001,0.01818028785455761,0.34963579604578565,0.32774102079395084,0.04208579026477044,0.21875,0.1434567901234567,0.40816326530612246,0.42000000000000004,0.45368620037807184,0.09090909090909091,0.12264150943396226,0.05970149253731343,0.14492753623188406,0.05194805194805195,0.09655172413793103,0.43859649122807015,0.275,0.01834862385321101,0.40860215053763443,0.34782608695652173,0.043010752688172046,0.2,0.1111111111111111,0.4642857142857143,0.36,0.34782608695652173
Ots_118938-325,37,100,201,61,77,287,110,71,109,93,92,93,40,45,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.23374726077428765,0.23354999999999992,0.29723274176381764,0.31604407417360925,0.27196829144881085,0.3011327076934285,0.35123966942148765,0.45625867883356475,0.3276239373790084,0.3314255983350677,0.40069706994328924,0.021274135738235556,0.23718749999999988,0.17999999999999994,0.16262755102040827,0.35420000000000007,0.4234404536862004,0.2702702702702703,0.25,0.2935323383084577,0.32786885245901637,0.24675324675324675,0.313588850174216,0.2909090909090909,0.4507042253521127,0.3394495412844037,0.3548387096774194,0.33695652173913043,0.021505376344086023,0.275,0.2,0.17857142857142858,0.34,0.391304347826087
Ots_122414-56,44,106,201,69,77,288,110,80,109,93,92,92,41,46,56,49,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.35123966942148765,0.4215023139907441,0.4340486621618277,0.2966813694601975,0.2975206611570247,0.2466664255401234,0.4628099173553719,0.45499999999999996,0.3054035855567714,0.1017458665741704,0.36389413988657837,0.4763705103969753,0.49256395002974407,0.5,0.42283163265306123,0.47917534360683045,0.3957939508506616,0.36363636363636365,0.41509433962264153,0.5074626865671642,0.2753623188405797,0.2597402597402597,0.2326388888888889,0.34545454545454546,0.425,0.30275229357798167,0.08602150537634409,0.3695652173913043,0.5217391304347826,0.4878048780487805,0.6086956521739131,0.42857142857142855,0.46938775510204084,0.45652173913043476
Ots_123048-521,18,106,200,31,77,287,101,45,105,93,80,93,33,30,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,0.4243827160493827,0.4988875044499821,0.4963875,0.4370447450572321,0.4978917186709395,0.47109956415641807,0.4215763160474464,0.428641975308642,0.16458049886621318,0.32512429182564473,0.43875,0.010694878020580445,0,0,0.0852997448979591,0.16379999999999995,0.3012759924385634,0.16666666666666666,0.46226415094339623,0.405,0.3870967741935484,0.36363636363636365,0.4181184668989547,0.32673267326732675,0.4444444444444444,0.1619047619047619,0.27956989247311825,0.3,0.010752688172043012,0,0,0.08928571428571429,0.18,0.2826086956521739
Ots_123921-111,35,82,200,53,77,265,109,68,109,93,92,93,40,44,56,50,46,3,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,4,0.5359183673469388,0.636451516954194,0.6465875,0.6224635101459595,0.6146061730477316,0.5908437166251335,0.5,0.6186202422145328,0.5481020116151838,0.557347670250896,0.5358577504725898,0.1862064978610244,0.07218749999999985,0.1270661157024795,0.309311224489796,0.40380000000000005,0.5210302457466919,0.6285714285714286,0.6829268292682927,0.67,0.660377358490566,0.6883116883116883,0.5433962264150943,0.5504587155963303,0.6176470588235294,0.6238532110091743,0.6881720430107527,0.532608695652174,0.20430107526881722,0.075,0.13636363636363635,0.32142857142857145,0.44,0.5652173913043478
Ots_124774-477,41,106,201,64,77,289,112,79,109,93,92,93,41,45,56,50,46,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,0.4854253420582987,0.49323602705589176,0.5115096160986115,0.5391845703125,0.5172035756451342,0.49895834580524656,0.47891422193877553,0.4884633872776799,0.5,0.39802289281997916,0.47867438563327036,0.46386865533587696,0.17608566329565734,0.345679012345679,0.415656887755102,0.5098,0.499054820415879,0.4878048780487805,0.5566037735849056,0.4577114427860697,0.40625,0.5714285714285714,0.5467128027681661,0.45535714285714285,0.5189873417721519,0.46788990825688076,0.3763440860215054,0.5978260869565217,0.4731182795698925,0.1951219512195122,0.3111111111111111,0.48214285714285715,0.52,0.5217391304347826
Ots_127236-62,44,106,201,69,77,288,108,80,109,92,91,93,41,46,56,50,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.42536157024793386,0.4288002847988608,0.32178658944085536,0.4054820415879017,0.4241018721538202,0.49527391975308643,0.345679012345679,0.47468749999999993,0.4777375641780994,0.492852079395085,0.49945658736867515,0.04208579026477044,0.09280190362879237,0.08317580340264641,0.44834183673469385,0.2822,0.42000000000000004,0.4772727272727273,0.4716981132075472,0.3333333333333333,0.36231884057971014,0.4805194805194805,0.5069444444444444,0.3333333333333333,0.5,0.47706422018348627,0.4891304347826087,0.6153846153846154,0.043010752688172046,0.0975609756097561,0.08695652173913043,0.6428571428571429,0.3,0.5111111111111111
Ots_128302-57,44,106,201,70,77,287,114,80,109,93,92,93,41,46,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.3385847107438017,0.27567639729441096,0.33346946857751036,0.3677551020408163,0.24489795918367352,0.3634194903422405,0.3521083410280087,0.393046875,0.44238700446090395,0.41652214128801013,0.4914933837429112,0.36680541103017683,0.4973230220107079,0.49787334593572774,0.24489795918367352,0.29520000000000013,0.4600661625708885,0.29545454545454547,0.330188679245283,0.34328358208955223,0.4,0.2857142857142857,0.3519163763066202,0.3333333333333333,0.5125,0.44036697247706424,0.46236559139784944,0.5217391304347826,0.3548387096774194,0.3902439024390244,0.5869565217391305,0.2857142857142857,0.32,0.5
Ots_128693-461,38,96,201,62,77,286,109,74,109,93,91,93,39,45,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.48753462603878117,0.4633246527777779,0.4625628078512908,0.491675338189386,0.49924101872153825,0.48083035845273603,0.5,0.49552593133674216,0.37269590101843275,0.23268585963695232,0.3608863663808719,0.49630015030639385,0.4049967126890204,0.4012345679012346,0.3922193877551021,0.2550000000000001,0.375,0.3684210526315789,0.4791666666666667,0.4577114427860697,0.3870967741935484,0.5714285714285714,0.43356643356643354,0.48623853211009177,0.5540540540540541,0.3853211009174312,0.20430107526881722,0.3626373626373626,0.5268817204301075,0.41025641025641024,0.37777777777777777,0.35714285714285715,0.26,0.45652173913043476
Ots_128757-61,26,106,201,30,77,286,106,51,106,93,77,93,34,29,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.48816568047337283,0.4971520113919544,0.49899754956560494,0.4327777777777778,0.48102546803845503,0.44129297276150425,0.4855820576717693,0.47231833910034604,0.4288002847988608,0.49531737773152973,0.48979591836734704,0.1834316105908198,0.27119377162629754,0.1284185493460166,0.24489795918367352,0.16379999999999995,0.43950850661625707,0.3076923076923077,0.49056603773584906,0.48756218905472637,0.43333333333333335,0.44155844155844154,0.44755244755244755,0.5283018867924528,0.49019607843137253,0.4716981132075472,0.5376344086021505,0.4675324675324675,0.20430107526881722,0.2647058823529412,0.13793103448275862,0.25,0.18,0.5652173913043478
Ots_129144-472,44,105,200,68,77,289,113,80,109,93,92,93,40,46,56,50,46,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,0.41632231404958675,0.4836281179138322,0.4455499999999999,0.43241782006920415,0.47562826783606005,0.4680978436560864,0.49808129062573414,0.393046875,0.48922649608618807,0.021274135738235556,0.07319234404536856,0,0,0,0.017697704081632626,0,0,0.4090909090909091,0.41904761904761906,0.46,0.4264705882352941,0.4155844155844156,0.44982698961937717,0.49557522123893805,0.4875,0.5596330275229358,0.021505376344086023,0.07608695652173914,0,0,0,0.017857142857142856,0,0
Ots_129170-683,43,104,201,66,77,283,114,79,109,93,92,91,41,45,56,50,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.3807463493780423,0.28624260355029596,0.3276775327343382,0.23553719008264462,0.25409006577837756,0.30661514065602025,0.3220991074176669,0.34489665117769586,0.3054035855567714,0.29876286275870034,0.31474480151228734,0.49613573239946873,0.4809637120761452,0.3330864197530865,0.4770408163265307,0.29520000000000013,0.17999999999999994,0.27906976744186046,0.28846153846153844,0.3034825870646766,0.2727272727272727,0.24675324675324675,0.3215547703180212,0.3684210526315789,0.31645569620253167,0.3211009174311927,0.25806451612903225,0.2608695652173913,0.4945054945054945,0.4146341463414634,0.37777777777777777,0.4642857142857143,0.32,0.1111111111111111
Ots_129458-451,44,106,200,70,77,285,113,81,109,93,92,93,41,46,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.49767561983471076,0.4983980064079744,0.49998750000000003,0.4995918367346939,0.48979591836734704,0.47857186826715914,0.4434568094604119,0.49969516841944817,0.24396094604831253,0.21673025783327549,0.32774102079395084,0.4120707596253901,0.4417013682331945,0.4763705103969753,0.34677933673469385,0.4998,0.45368620037807184,0.5227272727272727,0.5283018867924528,0.475,0.5142857142857142,0.5974025974025974,0.4421052631578947,0.39823008849557523,0.4567901234567901,0.24770642201834864,0.20430107526881722,0.391304347826087,0.5161290322580645,0.4634146341463415,0.34782608695652173,0.30357142857142855,0.58,0.43478260869565216
Ots_130720-99,29,84,201,41,77,273,109,58,109,93,91,93,39,44,56,50,46,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,0.03388822829964333,0.07986111111111094,0.07643375163981103,0.1356335514574658,0.11005228537696055,0.13890566088368272,0.04481945964144418,0.050386444708680145,0,0.19192970285582156,0.1135732399468663,0.3880795467684126,0.2945430637738331,0.39669421487603307,0.38376913265306123,0.46819999999999995,0.32774102079395084,0.034482758620689655,0.08333333333333333,0.07960199004975124,0.14634146341463414,0.11688311688311688,0.13553113553113552,0.045871559633027525,0.05172413793103448,0,0.21505376344086022,0.12087912087912088,0.44086021505376344,0.20512820512820512,0.4090909090909091,0.375,0.42,0.2826086956521739
Ots_131460-584,44,106,201,69,77,288,114,81,109,93,92,93,41,46,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.3385847107438017,0.3119882520469919,0.3097076805029577,0.3402646502835538,0.31371226176420974,0.337866512345679,0.22202985534010455,0.21643042219173902,0.009132227926942127,0.40750375765984503,0.4600661625708885,0.4331714649092381,0.32867340868530626,0.4468336483931947,0.45392219387755106,0.42780000000000007,0.48487712665406424,0.4318181818181818,0.3113207547169811,0.2835820895522388,0.34782608695652173,0.33766233766233766,0.3472222222222222,0.23684210526315788,0.24691358024691357,0.009174311926605505,0.4838709677419355,0.45652173913043476,0.3978494623655914,0.3170731707317073,0.45652173913043476,0.5178571428571429,0.34,0.43478260869565216
Ots_94857-232,43,104,201,67,77,288,113,80,109,93,92,93,41,46,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.49891833423472143,0.49334319526627224,0.49876240687111706,0.49821786589440853,0.48979591836734704,0.49382716049382713,0.49808129062573414,0.4949999999999999,0.37269590101843275,0.19192970285582156,0.3463492438563327,0.4331714649092381,0.3688280785246876,0.375,0.48405612244897955,0.4998,0.36389413988657837,0.3023255813953488,0.46153846153846156,0.5223880597014925,0.5522388059701493,0.4935064935064935,0.4583333333333333,0.46017699115044247,0.475,0.44036697247706424,0.21505376344086022,0.3804347826086957,0.46236559139784944,0.2926829268292683,0.41304347826086957,0.42857142857142855,0.54,0.34782608695652173
Ots_96222-525,41,103,200,65,76,282,110,75,109,93,91,92,41,45,56,50,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.43307555026769773,0.41285700820058446,0.46748750000000006,0.39349112426035515,0.4749826869806095,0.45976057542377147,0.4652479338842975,0.4872000000000001,0.1887467384900261,0.29876286275870034,0.4804371452723101,0.31474480151228734,0.21415823914336696,0.345679012345679,0.2817283163265305,0.38480000000000003,0.35777777777777775,0.5853658536585366,0.42718446601941745,0.475,0.47692307692307695,0.5921052631578947,0.4397163120567376,0.33636363636363636,0.52,0.1926605504587156,0.34408602150537637,0.5384615384615384,0.2608695652173913,0.1951219512195122,0.35555555555555557,0.30357142857142855,0.32,0.37777777777777777
Ots_96500-180,44,106,201,70,77,283,114,81,109,91,92,86,40,46,32,40,39,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,0.16838842975206625,0.1717248131007476,0.29040122769238397,0.24683673469387757,0.2604992410187216,0.1860742424053241,0.24976915974145886,0.446273433927755,0.03619223971046215,0.3490520468542446,0.14975189035916836,0.5959302325581395,0.6087499999999999,0.4905482041587902,0.48095703125,0.5221875,0.5085470085470086,0.18181818181818182,0.18867924528301888,0.29850746268656714,0.22857142857142856,0.2727272727272727,0.19081272084805653,0.2543859649122807,0.4691358024691358,0.03669724770642202,0.31868131868131866,0.14130434782608695,0.5813953488372093,0.65,0.45652173913043476,0.53125,0.475,0.6410256410256411
Ots_97077-179,34,100,201,52,77,286,110,66,107,93,89,93,38,40,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.375,0.3487499999999999,0.4147422093512537,0.28624260355029596,0.27196829144881085,0.3679091887133845,0.15024793388429747,0.4540863177226814,0.10586077386671322,0.4930049716730258,0.4969069561924,0.2848884264076772,0.16724376731301938,0.28875000000000006,0.40816326530612246,0.4032,0.43950850661625707,0.38235294117647056,0.37,0.43781094527363185,0.2692307692307692,0.2727272727272727,0.3951048951048951,0.14545454545454545,0.42424242424242425,0.11214953271028037,0.5376344086021505,0.449438202247191,0.3225806451612903,0.18421052631578946,0.35,0.42857142857142855,0.44,0.43478260869565216
Ots_99550-204,44,106,201,70,77,290,114,81,109,91,92,91,41,46,49,48,43,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.46875,0.4515396938412246,0.3762406871117052,0.43102040816326526,0.4241018721538202,0.3137395957193816,0.3472991689750693,0.33874409388812676,0.03602390371180886,0.46805941311435817,0.40069706994328924,0.23698828643883574,0.32867340868530626,0.2873345935727789,0.4398167430237402,0.43728298611111105,0.4729583558680368,0.5227272727272727,0.46226415094339623,0.373134328358209,0.45714285714285713,0.42857142857142855,0.33448275862068966,0.32456140350877194,0.35802469135802467,0.03669724770642202,0.5054945054945055,0.42391304347826086,0.27472527472527475,0.4146341463414634,0.2608695652173913,0.4489795918367347,0.5208333333333334,0.4418604651162791
Ots_AldB1-122,35,92,201,55,77,274,109,74,109,93,92,92,40,44,56,50,46,3,3,3,3,3,4,4,4,2,5,5,4,3,3,4,3,4,0.29714285714285693,0.2775874291115312,0.26331031410113614,0.35223140495867766,0.23368190251307142,0.3377976983323564,0.47542294419661646,0.5945032870708546,0.21702718626378248,0.2539021852237252,0.2022093572778828,0.632147920604915,0.49406249999999996,0.484245867768595,0.5628188775510206,0.36239999999999994,0.398156899810964,0.34285714285714286,0.30434782608695654,0.2736318407960199,0.38181818181818183,0.22077922077922077,0.35036496350364965,0.48623853211009177,0.5675675675675675,0.21100917431192662,0.24731182795698925,0.21739130434782608,0.75,0.45,0.4318181818181818,0.6071428571428571,0.38,0.3695652173913043
Ots_AldoB4-183,40,101,201,66,77,281,113,75,109,93,91,92,41,44,56,50,46,1,2,2,2,2,3,2,2,2,3,3,3,3,2,3,3,3,0,0.019605920988138514,0.07643375163981103,0.029843893480257178,0.05059875189745311,0.0623598991907397,0.03477171274179658,0.013244444444444614,0.01818028785455761,0.11301884610937663,0.06406231131505846,0.5662216446124764,0.5101130279595478,0.49586776859504145,0.4870854591836734,0.31979999999999986,0.4321833648393194,0,0.019801980198019802,0.07960199004975124,0.030303030303030304,0.025974025974025976,0.06405693950177936,0.035398230088495575,0.013333333333333334,0.01834862385321101,0.11827956989247312,0.06593406593406594,0.6521739130434783,0.4878048780487805,0.5,0.42857142857142855,0.28,0.391304347826087
Ots_AsnRS-60,44,102,201,69,77,288,113,80,109,93,92,93,40,46,56,50,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.47417355371900827,0.4192137639369473,0.40416078809930456,0.4696492333543373,0.48979591836734704,0.48369984567901236,0.3396115592450466,0.404296875,0.2818365457453076,0.37229737541912367,0.31474480151228734,0.20031217481789798,0.28875000000000006,0.31474480151228734,0.4362244897959183,0.4927999999999999,0.48790123456790124,0.45454545454545453,0.4019607843137255,0.38308457711442784,0.5217391304347826,0.4155844155844156,0.5069444444444444,0.36283185840707965,0.4875,0.3394495412844037,0.43010752688172044,0.30434782608695654,0.16129032258064516,0.3,0.2608695652173913,0.4642857142857143,0.48,0.4888888888888889
Ots_BMP-2-SNP1,37,95,201,61,77,274,114,76,109,93,92,93,39,44,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.3232286340394449,0.38277008310249316,0.4063265760748497,0.33539371136791196,0.31371226176420974,0.3804145132931962,0.4150123114804556,0.33994113573407203,0.497306624021547,0.05231818707364999,0.06309073724007574,0.36680541103017683,0.47896120973044054,0.3633780991735538,0.14779974489795933,0.13019999999999987,0.24267485822306223,0.2972972972972973,0.43157894736842106,0.3880597014925373,0.36065573770491804,0.36363636363636365,0.3722627737226277,0.35964912280701755,0.32894736842105265,0.44954128440366975,0.053763440860215055,0.06521739130434782,0.3978494623655914,0.4358974358974359,0.25,0.16071428571428573,0.14,0.2391304347826087
Ots_CD59-2,44,106,201,68,77,284,113,81,109,93,92,89,41,45,52,49,45,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03998334027488548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04081632653061224,0
Ots_CD63,28,104,201,32,77,289,104,54,106,93,77,93,35,34,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.33673469387755106,0.2669656065088757,0.3097076805029577,0.341796875,0.25409006577837756,0.3758635552735239,0.32798631656804744,0.4444444444444444,0.14751690993236033,0.3880795467684126,0.33673469387755106,0.3055266504798244,0.3024489795918368,0.25086505190311414,0.3922193877551021,0.4421999999999999,0.3856332703213612,0.21428571428571427,0.22115384615384615,0.35323383084577115,0.25,0.22077922077922077,0.356401384083045,0.3557692307692308,0.3333333333333333,0.14150943396226415,0.3978494623655914,0.3246753246753247,0.26881720430107525,0.37142857142857144,0.23529411764705882,0.39285714285714285,0.46,0.391304347826087
Ots_EP-529,44,106,201,70,77,287,114,81,109,93,92,92,41,46,54,50,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.2675619834710743,0.21520113919544315,0.28436177322343514,0.2550000000000001,0.2260077584752911,0.38772475081644786,0.48303324099723,0.30178326474622774,0.2504839659961282,0.40282113539137465,0.36389413988657837,0.06309073724007574,0.07049375371802502,0.17651228733459345,0.26526063100137187,0.2822,0.345679012345679,0.18181818181818182,0.22641509433962265,0.2935323383084577,0.3,0.23376623376623376,0.4146341463414634,0.39473684210526316,0.32098765432098764,0.25688073394495414,0.45161290322580644,0.3695652173913043,0.06521739130434782,0.07317073170731707,0.1956521739130435,0.16666666666666666,0.3,0.35555555555555557
Ots_NAML12_1-SNP1,44,106,200,70,77,285,113,81,109,92,92,93,41,46,46,49,44,3,3,3,2,3,3,2,2,2,3,3,2,2,2,2,3,3,0.2864152892561982,0.38621395514417944,0.36496249999999997,0.3113265306122448,0.34432450666216907,0.36200677131425063,0.39815177382723776,0.317024843773815,0.4993266560053867,0.3801984877126654,0.4642603969754253,0.20031217481789798,0.07049375371802502,0.12192816635160675,0.2873345935727789,0.4825072886297377,0.40263429752066116,0.25,0.36792452830188677,0.405,0.3,0.37662337662337664,0.36140350877192984,0.4424778761061947,0.2962962962962963,0.5963302752293578,0.34782608695652173,0.3695652173913043,0.20430107526881722,0.07317073170731707,0.13043478260869565,0.2608695652173913,0.4489795918367347,0.5
Ots_PGK-54,23,96,201,42,77,280,107,60,105,92,87,86,37,34,43,45,42,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.4914933837429112,0.4991319444444444,0.48019850993787283,0.49546485260770967,0.47562826783606005,0.48405612244897955,0.4926194427460915,0.4949999999999999,0.49233560090702944,0.47867438563327036,0.49577222882811456,0.2803542455381287,0.3232286340394449,0.3598615916955018,0.4672796106003245,0.42000000000000004,0.4770408163265307,0.5217391304347826,0.5416666666666666,0.472636815920398,0.47619047619047616,0.4155844155844156,0.42142857142857143,0.5233644859813084,0.5333333333333333,0.47619047619047616,0.4673913043478261,0.40229885057471265,0.2441860465116279,0.2972972972972973,0.29411764705882354,0.46511627906976744,0.28888888888888886,0.5
Ots_Prl2,44,106,200,70,77,286,114,80,109,93,92,93,41,46,56,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.49586776859504145,0.4515396938412246,0.4075500000000001,0.45499999999999996,0.49316916849384385,0.4821751674898529,0.2659279778393353,0.45867187499999995,0.12019190303846461,0.4578563995837669,0.4914933837429112,0.4852006012255752,0.4973230220107079,0.4808601134215501,0.46875,0.4992,0.4763705103969753,0.5909090909090909,0.4811320754716981,0.43,0.4142857142857143,0.4155844155844156,0.4755244755244755,0.2807017543859649,0.3875,0.12844036697247707,0.4731182795698925,0.5217391304347826,0.5483870967741935,0.5365853658536586,0.5434782608695652,0.42857142857142855,0.56,0.4782608695652174
Ots_S71-336,43,106,200,66,77,287,110,79,109,92,91,91,41,46,54,50,45,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.49891833423472143,0.4963955144179423,0.4927999999999999,0.4926538108356291,0.47562826783606005,0.49978147118454763,0.4698760330578513,0.40185867649415163,0.49793788401649686,0.45368620037807184,0.44197560681077164,0.48816568047337283,0.4809637120761452,0.3957939508506616,0.4998285322359396,0.3942000000000001,0.4990123456790123,0.627906976744186,0.4811320754716981,0.48,0.42424242424242425,0.4155844155844156,0.49825783972125437,0.4818181818181818,0.45569620253164556,0.47706422018348627,0.43478260869565216,0.3956043956043956,0.5384615384615384,0.5609756097560976,0.2826086956521739,0.42592592592592593,0.42,0.5555555555555556
Ots_SClkF2R2-135,24,89,200,37,77,274,108,58,108,93,87,91,38,35,55,50,46,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0.35329861111111116,0.408849892690317,0.38480000000000003,0.38166544923301693,0.4241018721538202,0.2544887846981725,0.30178326474622774,0.375,0.45331790123456794,0.36680541103017683,0.3540758356453957,0.46805941311435817,0.48753462603878117,0.48,0.3307438016528925,0.3317999999999999,0.36389413988657837,0.375,0.3707865168539326,0.37,0.4594594594594595,0.42857142857142855,0.24087591240875914,0.2222222222222222,0.25862068965517243,0.4166666666666667,0.3118279569892473,0.3218390804597701,0.4835164835164835,0.47368421052631576,0.34285714285714286,0.34545454545454546,0.38,0.43478260869565216
